doc_type,invoice_number,subledger_amount,xoro_gl_amount,diff
AR,ROF ECOM-I153756,32.99,43.96,-10.97
AR,ROF ECOM-I004796,52.80,63.75,-10.95
AR,ROF ECOM-I151710,168.95,135.96,32.99
AR,ROF ECOM-I153177,65.98,82.98,-17.00
AR,ROF ECOM-I141720,31.00,37.42,-6.42
AR,ROF ECOM-I005782,41.10,51.20,-10.10
AR,ROF ECOM-I143321,20.00,28.24,-8.24
AR,PT-I153696,72.00,74.30,-2.30
AR,ROF ECOM-I145658,15.90,22.54,-6.64
AR,PT-I015892,60.00,62.07,-2.07
AR,ROF ECOM-I017028,31.00,43.59,-12.59
AR,ROF ECOM-I145214,22.60,29.79,-7.19
AR,ROF ECOM-I153545,34.99,38.48,-3.49
AR,ROF ECOM-I144351,67.60,70.59,-2.99
AR,ROF ECOM-I143197,23.50,31.37,-7.87
AR,ROF ECOM-I151743,65.98,78.94,-12.96
AR,ROF ECOM-I144303,49.20,60.70,-11.50
AR,ROF ECOM-I142031,127.30,81.87,45.43
AR,ROF ECOM-I016597,29.20,42.41,-13.21
AR,ROF ECOM-I143853,47.50,60.22,-12.72
AR,PT-I148011,36.00,43.03,-7.03
AR,ROF ECOM-I013312,30.70,78.08,-47.38
AR,ROF ECOM-I005912,50.70,61.50,-10.80
AR,ROF ECOM-I012270,27.70,36.04,-8.34
AR,ROF ECOM-I146099,80.00,82.21,-2.21
AR,ROF ECOM-I013842,57.80,60.60,-2.80
AR,ROF ECOM-I016963,79.70,95.86,-16.16
AR,ROF ECOM-I014591,58.40,75.65,-17.25
AR,ROF ECOM-I151042,32.99,44.56,-11.57
AR,ROF ECOM-I142070,98.95,63.11,35.84
AR,ROF ECOM-I004847,17.00,28.67,-11.67
AR,PT-I153602,49.00,59.16,-10.16
AR,PT-I153196,169.00,143.65,25.35
AR,ROF ECOM-I144596,41.20,52.70,-11.50
AR,PT-I150892,55.40,64.09,-8.69
AR,ROF ECOM-I017224,51.20,64.76,-13.56
AR,PT-I148229,69.00,83.10,-14.10
AR,ROF ECOM-I141796,30.40,39.96,-9.56
AR,PT-I149009,33.00,43.45,-10.45
AR,ROF ECOM-I013516,29.20,42.41,-13.21
AR,ROF ECOM-I004760,20.50,22.18,-1.68
AR,ROF ECOM-I149325,104.00,108.28,-4.28
AR,ROF ECOM-I148685,89.00,92.36,-3.36
AR,ROF ECOM-I142448,52.05,65.35,-13.30
AR,PT-I153745,56.00,68.80,-12.80
AR,ROF ECOM-I012030,93.00,95.56,-2.56
AR,ROF ECOM-I014361,73.70,145.36,-71.66
AR,ROF ECOM-I005670,102.00,80.05,21.95
AR,ROF ECOM-I013283,51.20,51.61,-0.41
AR,ROF ECOM-I017252,33.55,44.11,-10.56
AR,ROF ECOM-I149457,94.50,96.44,-1.94
AR,ROF ECOM-I006009,32.70,43.50,-10.80
AR,ROF ECOM-I013689,28.90,33.87,-4.97
AR,ROF ECOM-I012967,30.10,38.44,-8.34
AR,ROF ECOM-I144449,35.15,47.39,-12.24
AR,ROF ECOM-I012391,86.70,82.09,4.61
AR,PT-I013258,27.50,71.84,-44.34
AR,ROF ECOM-I015229,44.40,55.75,-11.35
AR,ROF ECOM-I143913,42.30,47.55,-5.25
AR,PT-I148218,73.80,82.83,-9.03
AR,ROF ECOM-I149962,33.30,43.04,-9.74
AR,ROF ECOM-I008672,63.00,60.26,2.74
AR,ROF ECOM-I143255,35.25,45.96,-10.71
AR,ROF ECOM-I014668,58.40,102.09,-43.69
AR,ROF ECOM-I151685,66.98,75.24,-8.26
AR,PT-I145449,30.00,31.85,-1.85
AR,ROF ECOM-I144992,38.00,50.66,-12.66
AR,PT-I011132,5719.00,4085.47,1633.53
AR,ROF ECOM-I143646,77.60,81.43,-3.83
AR,ROF ECOM-I145809,68.25,79.75,-11.50
AR,ROF ECOM-I009254,55.40,56.39,-0.99
AR,PT-I146286,30.00,36.46,-6.46
AR,ROF ECOM-I017148,24.00,33.47,-9.47
AR,ROF ECOM-I143786,22.00,32.33,-10.33
AR,ROF ECOM-I145572,43.89,100.40,-56.51
AR,ROF-I011687,60.55,248.50,-187.95
AR,ROF ECOM-I143467,42.90,47.97,-5.07
AR,ROF ECOM-I143240,22.60,34.10,-11.50
AR,PT-I013141,51.00,147.00,-96.00
AR,ROF ECOM-I012213,79.40,74.97,4.43
AR,ROF ECOM-I144554,56.40,69.03,-12.63
AR,PT-I008440,195.72,125.07,70.65
AR,ROF ECOM-I005668,20.40,21.94,-1.54
AR,PT-I144081,65.00,71.96,-6.96
AR,ROF ECOM-I008691,18.00,31.21,-13.21
AR,ROF ECOM-I142766,29.90,37.01,-7.11
AR,ROF ECOM-I148694,87.30,89.29,-1.99
AR,PT-I012217,48.00,62.54,-14.54
AR,ROF ECOM-I013342,59.58,101.00,-41.42
AR,ROF ECOM-I140996,95.95,100.40,-4.45
AR,ROF ECOM-I004978,23.00,25.19,-2.19
AR,ROF-I012945,545.50,732.50,-187.00
AR,ROF ECOM-I006035,74.70,74.29,0.41
AR,ROF ECOM-I142604,9.10,17.14,-8.04
AR,ROF ECOM-I005891,41.10,51.90,-10.80
AR,ROF ECOM-I005722,18.00,23.40,-5.40
AR,ROF ECOM-I144225,27.30,34.89,-7.59
AR,PT-I151016,34.20,42.00,-7.80
AR,ROF ECOM-I013529,28.90,32.23,-3.33
AR,ROF ECOM-I144523,83.60,84.53,-0.93
AR,ROF ECOM-I013309,84.00,91.76,-7.76
AR,ROF ECOM-I017038,102.00,119.94,-17.94
AR,ROF ECOM-I013087,31.00,32.83,-1.83
AR,ROF ECOM-I017017,24.40,34.96,-10.56
AR,ROF ECOM-I012894,48.20,61.41,-13.21
AR,ROF ECOM-I141368,34.95,37.40,-2.45
AR,ROF ECOM-I143332,75.00,76.02,-1.02
AR,ROF ECOM-I014427,24.00,33.95,-9.95
AR,ROF ECOM-I006069,18.90,19.72,-0.82
AR,ROF ECOM-I012456,127.60,117.84,9.76
AR,ROF ECOM-I005886,23.40,22.92,0.48
AR,ROF ECOM-I013118,19.60,25.07,-5.47
AR,ROF ECOM-I012556,57.80,71.18,-13.38
AR,ROF ECOM-I006055,75.30,53.34,21.96
AR,ROF ECOM-I146205,27.00,30.85,-3.85
AR,ROF ECOM-I143319,24.50,33.32,-8.82
AR,ROF ECOM-I148193,103.00,103.67,-0.67
AR,ROF ECOM-I006328,123.30,161.30,-38.00
AR,ROF ECOM-I142287,66.00,49.50,16.50
AR,ROF ECOM-I143636,22.60,33.31,-10.71
AR,ROF ECOM-I144434,31.50,34.53,-3.03
AR,ROF ECOM-I144995,112.80,111.32,1.48
AR,ROF ECOM-I145028,18.60,24.46,-5.86
AR,ROF ECOM-I145018,56.40,67.90,-11.50
AR,ROF ECOM-I142712,97.00,112.47,-15.47
AR,ROF ECOM-I143324,35.25,45.96,-10.71
AR,ROF ECOM-I144546,56.40,59.44,-3.04
AR,ROF ECOM-I015928,58.40,72.52,-14.12
AR,ROF ECOM-I142850,28.40,39.11,-10.71
AR,PT-I148624,22.50,26.03,-3.53
AR,ROF ECOM-I145718,58.15,76.53,-18.38
AR,ROF ECOM-I148800,21.00,31.57,-10.57
AR,ROF-I141493,58370.40,29185.20,29185.20
AR,ROF ECOM-I016924,19.00,29.56,-10.56
AR,ROF ECOM-I145196,48.50,61.16,-12.66
AR,ROF ECOM-I006040,22.20,32.18,-9.98
AR,PT-I146344,28.50,34.60,-6.10
AR,PT-I151087,85.00,83.65,1.35
AR,ROF ECOM-I005852,49.80,62.23,-12.43
AR,PT-I153394,56.00,63.36,-7.36
AR,PT-I006806,32.97,47.61,-14.64
AR,PT-I150698,33.00,40.59,-7.59
AR,ROF ECOM-I014230,48.00,52.00,-4.00
AR,ROF ECOM-I154001,19.99,31.81,-11.82
AR,ROF ECOM-I143682,62.00,66.16,-4.16
AR,ROF ECOM-I146589,56.70,72.33,-15.63
AR,ROF ECOM-I008960,26.70,37.22,-10.52
AR,ROF ECOM-I011006,59.30,68.54,-9.24
AR,ROF ECOM-I012749,19.00,20.33,-1.33
AR,ROF ECOM-I141948,69.90,45.50,24.40
AR,ROF ECOM-I146479,33.25,43.21,-9.96
AR,ROF ECOM-I150391,34.99,46.41,-11.42
AR,ROF ECOM-I016538,87.60,103.75,-16.15
AR,PT-I143561,44.00,43.32,0.68
AR,PT-I144706,27.50,33.68,-6.18
AR,PT-I152242,55.00,58.19,-3.19
AR,ROF ECOM-I016735,31.90,45.11,-13.21
AR,ROF ECOM-I144941,47.50,52.65,-5.15
AR,ROF ECOM-I149114,18.55,23.24,-4.69
AR,ROF ECOM-I011083,86.40,80.02,6.38
AR,PT-I153036,36.00,40.20,-4.20
AR,ROF ECOM-I010979,37.80,40.13,-2.33
AR,ROF ECOM-I012644,56.00,68.05,-12.05
AR,PT-I012220,44.00,55.30,-11.30
AR,ROF ECOM-I145804,70.00,81.50,-11.50
AR,ROF ECOM-I014363,28.90,30.63,-1.73
AR,ROF-I011751,83.25,328.15,-244.90
AR,ROF-I143209,15820.00,13897.00,1923.00
AR,ROF ECOM-I142648,74.45,78.76,-4.31
AR,PT-I145363,35.00,41.10,-6.10
AR,ROF ECOM-I142682,8.00,8.56,-0.56
AR,ROF ECOM-I008506,181.70,127.19,54.51
AR,PT-I016791,147.00,110.25,36.75
AR,ROF-I015396,9.80,45.40,-35.60
AR,ROF ECOM-I148065,25.00,31.85,-6.85
AR,PT-I150297,178.80,145.80,33.00
AR,ROF ECOM-I006632,35.60,52.86,-17.26
AR,ROF-I013728,676.40,776.20,-99.80
AR,ROF ECOM-I141984,34.25,45.82,-11.57
AR,PT-I147885,61.00,70.73,-9.73
AR,ROF ECOM-I012913,24.00,37.21,-13.21
AR,ROF ECOM-I005502,74.70,54.40,20.30
AR,ROF ECOM-I007636,35.60,52.73,-17.13
AR,ROF ECOM-I146593,78.00,77.60,0.40
AR,ROF ECOM-I142238,58.40,69.99,-11.59
AR,ROF ECOM-I014617,28.90,37.24,-8.34
AR,ROF ECOM-I016592,29.20,32.07,-2.87
AR,ROF ECOM-I144628,35.25,46.75,-11.50
AR,PT-I143395,28.50,34.68,-6.18
AR,PT-I148175,37.80,45.01,-7.21
AR,PT-I153400,36.00,43.59,-7.59
AR,ROF ECOM-I013674,83.70,84.09,-0.39
AR,ROF-I154142,20.20,166.05,-145.85
AR,ROF ECOM-I142463,41.20,54.93,-13.73
AR,ROF ECOM-I006480,26.70,35.69,-8.99
AR,ROF ECOM-I014241,39.00,60.66,-21.66
AR,ROF ECOM-I146347,35.00,39.40,-4.40
AR,ROF ECOM-I150101,50.00,60.74,-10.74
AR,ROF ECOM-I013676,56.00,73.27,-17.27
AR,ROF ECOM-I007936,27.00,37.51,-10.51
AR,PT-I013742,44.00,74.84,-30.84
AR,ROF ECOM-I151814,102.97,104.32,-1.35
AR,ROF ECOM-I143969,38.00,51.47,-13.47
AR,PT-I148173,33.00,44.82,-11.82
AR,ROF ECOM-I143815,57.65,71.98,-14.33
AR,ROF ECOM-I004954,15.00,21.39,-6.39
AR,PT-I145685,28.50,35.14,-6.64
AR,ROF ECOM-I144517,100.05,114.26,-14.21
AR,PT-I144444,13.50,17.51,-4.01
AR,ROF ECOM-I149837,98.70,110.03,-11.33
AR,ROF ECOM-I013503,31.00,39.99,-8.99
AR,ROF ECOM-I142517,60.00,68.23,-8.23
AR,PT-I146174,42.40,48.60,-6.20
AR,ROF-I011641,89.50,355.00,-265.50
AR,PT-I146171,30.00,36.64,-6.64
AR,ROF ECOM-I013530,25.20,62.80,-37.60
AR,ROF ECOM-I016294,55.70,61.47,-5.77
AR,ROF ECOM-I142389,33.55,38.08,-4.53
AR,ROF ECOM-I142282,58.40,42.67,15.73
AR,ROF ECOM-I146412,42.40,56.27,-13.87
AR,ROF ECOM-I141767,31.80,59.56,-27.76
AR,PT-I148625,26.60,34.38,-7.78
AR,ROF ECOM-I146192,65.80,87.55,-21.75
AR,PT-I148009,138.50,117.73,20.77
AR,ROF ECOM-I008878,26.40,36.82,-10.42
AR,ROF ECOM-I142713,29.70,43.17,-13.47
AR,PT-I149000,28.00,39.67,-11.67
AR,ROF ECOM-I150114,159.00,133.00,26.00
AR,ROF ECOM-I010978,28.90,36.11,-7.21
AR,ROF ECOM-I145568,40.00,53.88,-13.88
AR,ROF ECOM-I015939,23.50,24.90,-1.40
AR,ROF ECOM-I145558,29.25,35.00,-5.75
AR,ROF ECOM-I146179,65.80,79.35,-13.55
AR,ROF ECOM-I011165,25.50,42.12,-16.62
AR,PT-I014418,1861.00,3146.87,-1285.87
AR,PT-I148639,158.00,130.00,28.00
AR,ROF ECOM-I150711,63.98,66.30,-2.32
AR,ROF ECOM-I146668,26.00,37.24,-11.24
AR,PT-I011155,111.85,93.94,17.91
AR,PT-I148504,36.00,37.81,-1.81
AR,ROF ECOM-I141457,30.40,38.95,-8.55
AR,ROF ECOM-I140937,31.00,42.66,-11.66
AR,ROF ECOM-I142318,175.50,107.27,68.23
AR,ROF ECOM-I144425,35.50,47.00,-11.50
AR,ROF ECOM-I141748,31.00,39.99,-8.99
AR,ROF ECOM-I006799,44.40,59.25,-14.85
AR,ROF ECOM-I143353,35.50,46.21,-10.71
AR,ROF ECOM-I144125,57.15,62.05,-4.90
AR,ROF ECOM-I150058,32.70,42.27,-9.57
AR,ROF ECOM-I008739,28.80,33.29,-4.49
AR,PT-I148106,34.20,36.28,-2.08
AR,ROF ECOM-I014804,20.40,30.28,-9.88
AR,ROF ECOM-I004832,18.90,26.20,-7.30
AR,ROF ECOM-I005748,41.10,51.90,-10.80
AR,ROF ECOM-I017306,66.40,82.60,-16.20
AR,ROF ECOM-I141385,58.40,67.25,-8.85
AR,ROF ECOM-I006798,24.90,28.56,-3.66
AR,ROF ECOM-I145266,27.30,35.38,-8.08
AR,ROF ECOM-I142767,100.00,94.43,5.57
AR,PT-I151735,36.00,43.46,-7.46
AR,PT-I012884,27.50,41.44,-13.94
AR,ROF ECOM-I141640,50.85,55.35,-4.50
AR,ROF ECOM-I011179,39.00,52.21,-13.21
AR,ROF ECOM-I143917,71.65,77.96,-6.31
AR,ROF ECOM-I150432,32.99,43.92,-10.93
AR,ROF ECOM-I006329,40.20,67.48,-27.28
AR,ROF ECOM-I010554,73.20,71.58,1.62
AR,ROF ECOM-I005304,167.70,102.17,65.53
AR,ROF ECOM-I145065,26.00,31.87,-5.87
AR,ROF ECOM-I150056,105.45,108.42,-2.97
AR,ROF ECOM-I142997,24.50,36.00,-11.50
AR,ROF ECOM-I148749,19.20,23.90,-4.70
AR,ROF ECOM-I145361,23.00,34.50,-11.50
AR,ROF ECOM-I016334,120.50,142.60,-22.10
AR,ROF ECOM-I016280,31.90,45.11,-13.21
AR,ROF ECOM-I142018,148.15,125.93,22.22
AR,ROF ECOM-I010473,107.80,67.14,40.66
AR,ROF ECOM-I149581,26.00,34.77,-8.77
AR,ROF ECOM-I008453,87.00,90.55,-3.55
AR,ROF ECOM-I012001,58.40,71.61,-13.21
AR,ROF ECOM-I142385,39.10,50.60,-11.50
AR,ROF ECOM-I142113,66.05,44.70,21.35
AR,ROF ECOM-I014179,27.70,30.02,-2.32
AR,ROF-I154057,30.30,166.05,-135.75
AR,ROF ECOM-I150863,42.99,51.11,-8.12
AR,ROF ECOM-I005527,47.40,44.13,3.27
AR,ROF ECOM-I151045,33.99,45.02,-11.03
AR,ROF ECOM-I004828,15.75,21.06,-5.31
AR,ROF ECOM-I015294,24.90,37.64,-12.74
AR,PT-I148505,110.00,118.53,-8.53
AR,ROF-I154091,94.00,166.05,-72.05
AR,PT-I148212,106.20,102.26,3.94
AR,PT-I144002,115.20,126.43,-11.23
AR,PT-I149294,36.00,43.80,-7.80
AR,PT-I153977,72.00,81.02,-9.02
AR,ROF ECOM-I015938,87.60,104.64,-17.04
AR,ROF-I014283,151.30,455.10,-303.80
AR,ROF ECOM-I143817,15.75,21.67,-5.92
AR,ROF ECOM-I141521,94.35,112.30,-17.95
AR,ROF ECOM-I146160,62.00,77.02,-15.02
AR,ROF ECOM-I144374,21.20,31.91,-10.71
AR,ROF-I007711,55.30,271.95,-216.65
AR,ROF ECOM-I013658,22.60,31.96,-9.36
AR,ROF ECOM-I007579,79.20,74.25,4.95
AR,PT-I013480,48.00,59.07,-11.07
AR,ROF ECOM-I146038,38.80,51.12,-12.32
AR,ROF-I011790,98.45,399.15,-300.70
AR,ROF ECOM-I148730,33.25,44.74,-11.49
AR,ROF ECOM-I004792,12.00,21.15,-9.15
AR,ROF ECOM-I008383,196.80,126.45,70.35
AR,ROF ECOM-I145300,66.00,83.43,-17.43
AR,PT-I148605,74.10,89.70,-15.60
AR,ROF ECOM-I150866,119.96,120.48,-0.52
AR,ROF ECOM-I010588,57.80,63.61,-5.81
AR,ROF ECOM-I143059,15.75,17.01,-1.26
AR,ROF ECOM-I142121,66.40,40.72,25.68
AR,ROF ECOM-I146039,13.65,21.95,-8.30
AR,ROF-I154098,94.00,166.05,-72.05
AR,ROF ECOM-I145199,73.80,90.64,-16.84
AR,ROF ECOM-I010437,38.70,46.45,-7.75
AR,ROF ECOM-I144428,15.00,20.92,-5.92
AR,ROF ECOM-I148570,49.20,53.31,-4.11
AR,ROF ECOM-I013714,31.00,36.29,-5.29
AR,ROF ECOM-I145735,32.90,43.21,-10.31
AR,ROF ECOM-I144364,42.40,51.63,-9.23
AR,PT-I148174,22.40,25.54,-3.14
AR,ROF-I013727,90.90,135.90,-45.00
AR,ROF-I154168,155.95,166.05,-10.10
AR,ROF ECOM-I006060,18.00,26.46,-8.46
AR,ROF ECOM-I010943,27.40,33.85,-6.45
AR,PT-I146163,75.00,76.15,-1.15
AR,ROF ECOM-I143181,73.75,72.52,1.23
AR,ROF ECOM-I145611,18.40,20.06,-1.66
AR,ROF ECOM-I148052,28.25,36.15,-7.90
AR,PT-I013872,82.45,103.91,-21.46
AR,ROF-I014023,17.80,26.70,-8.90
AR,PT-I013266,27.50,34.44,-6.94
AR,ROF ECOM-I144260,42.00,49.17,-7.17
AR,ROF ECOM-I146209,70.00,80.13,-10.13
AR,ROF ECOM-I008810,108.00,75.56,32.44
AR,ROF ECOM-I144563,28.20,36.77,-8.57
AR,PT-I149345,140.90,128.32,12.58
AR,ROF ECOM-I004891,21.00,24.96,-3.96
AR,ROF ECOM-I144069,20.60,29.65,-9.05
AR,ROF ECOM-I145575,52.00,65.88,-13.88
AR,ROF ECOM-I008663,67.50,62.10,5.40
AR,PT-I149638,28.00,31.60,-3.60
AR,ROF ECOM-I016310,87.60,114.03,-26.43
AR,ROF ECOM-I005798,51.00,45.62,5.38
AR,ROF ECOM-I145006,45.65,58.31,-12.66
AR,ROF ECOM-I006598,64.20,160.46,-96.26
AR,ROF ECOM-I153725,65.98,83.48,-17.50
AR,ROF ECOM-I007007,138.90,133.73,5.17
AR,ROF ECOM-I006279,25.50,27.87,-2.37
AR,PT-I150830,107.40,102.69,4.71
AR,PT-I015265,30.00,41.07,-11.07
AR,ROF ECOM-I149042,53.40,65.63,-12.23
AR,ROF ECOM-I012722,82.20,97.05,-14.85
AR,PT-I149812,280.80,238.68,42.12
AR,ROF ECOM-I149770,162.90,136.20,26.70
AR,ROF ECOM-I144683,106.25,115.13,-8.88
AR,ROF ECOM-I014389,20.70,31.94,-11.24
AR,ROF ECOM-I148247,26.00,35.94,-9.94
AR,ROF ECOM-I145462,59.40,65.49,-6.09
AR,ROF ECOM-I142346,69.20,48.07,21.13
AR,PT-I146125,30.00,31.60,-1.60
AR,ROF-I141490,57888.00,28944.00,28944.00
AR,ROF ECOM-I005822,12.00,13.97,-1.97
AR,PT-I151999,72.00,87.96,-15.96
AR,PT-I015268,48.00,60.19,-12.19
AR,PT-I153947,36.00,43.46,-7.46
AR,ROF ECOM-I150749,34.99,47.40,-12.41
AR,PT-I148676,36.00,37.63,-1.63
AR,ROF ECOM-I142198,39.10,46.84,-7.74
AR,ROF ECOM-I015494,28.00,38.74,-10.74
AR,ROF ECOM-I144346,76.00,91.35,-15.35
AR,ROF ECOM-I146373,64.25,79.69,-15.44
AR,ROF ECOM-I148135,26.70,37.32,-10.62
AR,ROF ECOM-I017324,31.90,45.11,-13.21
AR,ROF ECOM-I144450,19.40,33.03,-13.63
AR,ROF ECOM-I004731,82.20,98.49,-16.29
AR,ROF ECOM-I145767,24.50,31.70,-7.20
AR,ROF ECOM-I012227,27.40,37.29,-9.89
AR,ROF ECOM-I150440,33.99,38.71,-4.72
AR,ROF ECOM-I141945,132.80,128.15,4.65
AR,ROF ECOM-I149604,29.10,41.26,-12.16
AR,PT-I012653,255.00,167.71,87.29
AR,ROF ECOM-I142437,38.00,49.50,-11.50
AR,ROF ECOM-I142543,50.80,57.75,-6.95
AR,ROF ECOM-I150983,32.99,44.68,-11.69
AR,ROF ECOM-I141626,35.50,51.17,-15.67
AR,ROF ECOM-I142917,50.85,64.57,-13.72
AR,ROF ECOM-I014702,24.10,32.91,-8.81
AR,PT-I143778,30.00,36.18,-6.18
AR,ROF ECOM-I015148,27.90,85.75,-57.85
AR,PT-I150016,25.90,33.70,-7.80
AR,ROF ECOM-I013840,29.20,71.05,-41.85
AR,ROF ECOM-I145312,30.00,32.65,-2.65
AR,ROF ECOM-I142190,19.00,26.21,-7.21
AR,ROF ECOM-I141334,174.75,148.54,26.21
AR,ROF ECOM-I144402,26.60,36.93,-10.33
AR,ROF ECOM-I151825,32.99,44.92,-11.93
AR,ROF ECOM-I015008,116.80,136.37,-19.57
AR,ROF ECOM-I144432,144.60,138.38,6.22
AR,ROF ECOM-I143865,24.90,33.91,-9.01
AR,ROF ECOM-I149941,38.50,47.06,-8.56
AR,ROF ECOM-I141109,31.45,41.83,-10.38
AR,ROF ECOM-I142871,12.30,19.74,-7.44
AR,PT-I008831,104.90,90.85,14.05
AR,PT-I151002,59.10,61.59,-2.49
AR,ROF ECOM-I012555,30.70,47.36,-16.66
AR,PT-I148221,72.00,70.60,1.40
AR,ROF-I013043,10.10,19.00,-8.90
AR,ROF ECOM-I140932,39.20,56.08,-16.88
AR,PT-I014157,144.00,119.00,25.00
AR,ROF ECOM-I014242,51.20,90.40,-39.20
AR,ROF ECOM-I144791,52.70,64.08,-11.38
AR,ROF ECOM-I141592,28.30,38.22,-9.92
AR,ROF ECOM-I004920,40.80,43.56,-2.76
AR,ROF ECOM-I141328,32.15,42.99,-10.84
AR,PT-I150270,144.00,135.90,8.10
AR,ROF ECOM-I144392,38.40,49.11,-10.71
AR,ROF ECOM-I141243,95.40,95.57,-0.17
AR,ROF ECOM-I144502,27.00,31.52,-4.52
AR,PT-I153743,33.00,37.50,-4.50
AR,ROF ECOM-I008183,93.60,66.90,26.70
AR,ROF ECOM-I148583,93.85,95.54,-1.69
AR,ROF ECOM-I150098,54.00,69.89,-15.89
AR,ROF ECOM-I145714,70.00,80.58,-10.58
AR,ROF ECOM-I150850,98.97,101.54,-2.57
AR,ROF ECOM-I012723,40.70,45.15,-4.45
AR,ROF ECOM-I141573,58.40,73.09,-14.69
AR,ROF ECOM-I145704,19.00,29.65,-10.65
AR,ROF ECOM-I004628,21.20,28.94,-7.74
AR,PT-I144409,51.00,50.68,0.32
AR,ROF ECOM-I141065,31.60,44.81,-13.21
AR,ROF ECOM-I144627,87.40,87.16,0.24
AR,ROF ECOM-I004840,34.50,35.10,-0.60
AR,ROF ECOM-I144742,28.20,39.01,-10.81
AR,ROF ECOM-I153727,92.97,93.08,-0.11
AR,ROF ECOM-I006346,99.60,120.51,-20.91
AR,ROF ECOM-I145863,65.70,79.58,-13.88
AR,ROF ECOM-I151849,34.99,45.92,-10.93
AR,PT-I153404,72.00,81.94,-9.94
AR,ROF ECOM-I148073,107.26,137.86,-30.60
AR,ROF ECOM-I148792,28.25,39.74,-11.49
AR,ROF ECOM-I008738,85.50,57.07,28.43
AR,PT-I153943,49.00,57.69,-8.69
AR,PT-I014970,71.50,68.22,3.28
AR,ROF ECOM-I143423,39.30,40.97,-1.67
AR,ROF ECOM-I013955,57.80,71.01,-13.21
AR,PT-I014329,27.50,38.57,-11.07
AR,ROF-I011910,8.90,19.00,-10.10
AR,ROF ECOM-I143629,53.00,60.52,-7.52
AR,ROF ECOM-I011067,83.10,76.44,6.66
AR,ROF ECOM-I141372,69.55,76.92,-7.37
AR,PT-I149036,37.80,45.01,-7.21
AR,ROF ECOM-I010946,28.50,41.71,-13.21
AR,PT-I150295,36.00,40.65,-4.65
AR,PT-I015543,99.00,98.59,0.41
AR,PT-I149822,24.50,32.08,-7.58
AR,ROF ECOM-I005765,100.80,97.78,3.02
AR,ROF ECOM-I006010,25.50,33.96,-8.46
AR,PT-I015262,48.00,59.07,-11.07
AR,ROF ECOM-I145349,53.40,68.84,-15.44
AR,ROF ECOM-I005935,51.00,47.34,3.66
AR,ROF ECOM-I151872,32.99,44.79,-11.80
AR,ROF ECOM-I153453,19.99,30.38,-10.39
AR,ROF ECOM-I011159,179.20,134.40,44.80
AR,ROF ECOM-I012421,29.20,32.95,-3.75
AR,PT-I015923,28.00,39.07,-11.07
AR,ROF ECOM-I151043,85.98,102.39,-16.41
AR,ROF ECOM-I006370,26.40,55.00,-28.60
AR,ROF ECOM-I008490,71.40,73.00,-1.60
AR,ROF ECOM-I143416,23.50,31.75,-8.25
AR,ROF-I013560,23490.00,32206.50,-8716.50
AR,ROF ECOM-I148589,66.60,70.51,-3.91
AR,ROF ECOM-I014203,31.00,43.29,-12.29
AR,ROF ECOM-I005509,20.40,29.48,-9.08
AR,ROF ECOM-I013455,28.30,96.96,-68.66
AR,PT-I008384,51.03,51.89,-0.86
AR,ROF ECOM-I012447,85.80,87.41,-1.61
AR,ROF ECOM-I013472,16.90,34.92,-18.02
AR,ROF ECOM-I149043,34.20,47.98,-13.78
AR,ROF ECOM-I144131,15.75,23.11,-7.36
AR,ROF ECOM-I148340,40.80,49.13,-8.33
AR,ROF ECOM-I005807,45.60,56.60,-11.00
AR,PT-I150412,33.00,37.50,-4.50
AR,ROF ECOM-I008740,15.00,19.96,-4.96
AR,ROF ECOM-I016923,27.70,37.84,-10.14
AR,PT-I151990,15.40,21.91,-6.51
AR,PT-I146093,60.00,68.95,-8.95
AR,ROF ECOM-I145545,70.00,83.88,-13.88
AR,ROF ECOM-I012479,22.60,33.72,-11.12
AR,ROF ECOM-I142174,26.78,28.86,-2.08
AR,ROF ECOM-I142960,15.75,21.67,-5.92
AR,ROF ECOM-I004687,76.00,83.54,-7.54
AR,ROF ECOM-I014130,56.00,70.12,-14.12
AR,PT-I151863,72.00,74.96,-2.96
AR,PT-I145936,60.60,69.25,-8.65
AR,ROF ECOM-I144771,22.60,34.10,-11.50
AR,PT-I143152,26.50,34.49,-7.99
AR,ROF-I011724,151.25,301.30,-150.05
AR,PT-I013789,90.10,82.21,7.89
AR,ROF ECOM-I013308,33.80,40.08,-6.28
AR,ROF ECOM-I148648,32.90,41.56,-8.66
AR,ROF ECOM-I005004,74.60,87.88,-13.28
AR,ROF-I011700,125.30,187.95,-62.65
AR,PT-I017260,28.00,36.27,-8.27
AR,ROF ECOM-I148058,197.40,164.50,32.90
AR,ROF ECOM-I150883,101.97,99.51,2.46
AR,PT-I013294,90.10,87.65,2.45
AR,ROF ECOM-I152260,65.98,71.80,-5.82
AR,ROF ECOM-I014661,29.50,62.85,-33.35
AR,ROF ECOM-I005797,18.90,19.80,-0.90
AR,ROF ECOM-I017651,31.90,38.38,-6.48
AR,ROF ECOM-I145723,55.20,58.42,-3.22
AR,ROF ECOM-I004601,15.80,23.38,-7.58
AR,PT-I013265,48.00,53.32,-5.32
AR,ROF ECOM-I143620,45.70,49.36,-3.66
AR,ROF ECOM-I144401,49.20,53.32,-4.12
AR,ROF ECOM-I012433,22.00,35.68,-13.68
AR,ROF ECOM-I149198,56.70,62.52,-5.82
