doc_type,invoice_number,subledger_amount,xoro_gl_amount,diff
AR,ROF ECOM-I151056,32.99,39.56,-6.57
AR,ROF ECOM-I140988,102.80,101.86,0.94
AR,ROF ECOM-I148858,26.00,36.94,-10.94
AR,ROF ECOM-I013576,115.60,144.50,-28.90
AR,PT-I150095,45.00,52.36,-7.36
AR,ROF ECOM-I144880,80.90,85.11,-4.21
AR,ROF ECOM-I147901,19.80,27.26,-7.46
AR,PT-I153772,33.00,40.80,-7.80
AR,ROF ECOM-I148076,32.90,53.16,-20.26
AR,ROF ECOM-I014091,31.00,32.86,-1.86
AR,ROF ECOM-I142586,36.00,38.70,-2.70
AR,ROF ECOM-I012033,47.60,53.67,-6.07
AR,ROF ECOM-I145964,59.20,76.63,-17.43
AR,ROF ECOM-I148711,28.50,31.95,-3.45
AR,ROF ECOM-I012184,25.60,34.59,-8.99
AR,ROF ECOM-I146551,38.50,47.15,-8.65
AR,ROF ECOM-I150920,98.97,103.77,-4.80
AR,ROF ECOM-I153732,35.93,68.33,-32.40
AR,ROF ECOM-I016968,62.90,80.96,-18.06
AR,ROF ECOM-I004629,27.20,38.15,-10.95
AR,PT-I153781,46.90,57.98,-11.08
AR,ROF ECOM-I142992,38.80,46.55,-7.75
AR,ROF ECOM-I142796,36.80,47.71,-10.91
AR,ROF ECOM-I011145,54.00,61.34,-7.34
AR,ROF ECOM-I144802,20.00,24.79,-4.79
AR,ROF ECOM-I008476,189.00,144.88,44.12
AR,PT-I146511,86.40,84.69,1.71
AR,ROF ECOM-I006334,176.10,125.28,50.82
AR,ROF ECOM-I145481,82.50,82.79,-0.29
AR,ROF ECOM-I014786,21.00,22.66,-1.66
AR,ROF ECOM-I144453,63.60,77.07,-13.47
AR,ROF ECOM-I005975,51.00,45.48,5.52
AR,PT-I144198,61.50,70.02,-8.52
AR,ROF ECOM-I149115,66.60,75.59,-8.99
AR,PT-I145062,57.50,56.96,0.54
AR,ROF ECOM-I145122,56.80,64.70,-7.90
AR,ROF ECOM-I011104,57.80,75.87,-18.07
AR,PT-I017208,73.00,76.77,-3.77
AR,PT-I144849,1289.00,1094.29,194.71
AR,ROF ECOM-I011013,43.20,53.18,-9.98
AR,PT-I144214,90.00,92.50,-2.50
AR,ROF ECOM-I153094,69.98,82.87,-12.89
AR,ROF ECOM-I145110,93.00,110.21,-17.21
AR,ROF ECOM-I141726,31.80,40.37,-8.57
AR,ROF ECOM-I144745,112.80,122.00,-9.20
AR,PT-I144079,36.00,42.18,-6.18
AR,ROF ECOM-I141125,62.00,76.02,-14.02
AR,ROF ECOM-I012460,73.20,71.28,1.92
AR,ROF ECOM-I006767,105.60,94.55,11.05
AR,ROF ECOM-I145519,57.00,61.66,-4.66
AR,ROF ECOM-I150791,19.99,30.15,-10.16
AR,ROF ECOM-I152266,65.98,74.44,-8.46
AR,ROF ECOM-I144790,76.25,91.72,-15.47
AR,ROF ECOM-I144105,20.60,32.10,-11.50
AR,PT-I150837,36.00,39.56,-3.56
AR,ROF ECOM-I145337,48.00,50.92,-2.92
AR,PT-I144353,28.50,34.68,-6.18
AR,PT-I143251,26.50,28.71,-2.21
AR,ROF ECOM-I012966,27.70,38.26,-10.56
AR,ROF ECOM-I004964,21.60,28.96,-7.36
AR,PT-I144713,55.50,58.52,-3.02
AR,ROF ECOM-I149322,37.10,44.07,-6.97
AR,PT-I146170,30.00,31.96,-1.96
AR,ROF ECOM-I148530,104.60,101.72,2.88
AR,ROF ECOM-I004699,66.90,81.06,-14.16
AR,ROF ECOM-I015010,124.00,131.75,-7.75
AR,ROF ECOM-I143430,63.20,63.59,-0.39
AR,ROF ECOM-I149967,102.67,130.54,-27.87
AR,ROF ECOM-I017293,29.60,50.46,-20.86
AR,ROF ECOM-I143492,155.20,142.94,12.26
AR,ROF ECOM-I013950,28.00,37.65,-9.65
AR,ROF ECOM-I145192,18.40,28.53,-10.13
AR,ROF ECOM-I143120,173.60,156.24,17.36
AR,ROF ECOM-I149936,32.70,42.27,-9.57
AR,ROF ECOM-I148758,99.75,97.44,2.31
AR,ROF ECOM-I148186,89.10,91.61,-2.51
AR,ROF ECOM-I146549,19.00,26.73,-7.73
AR,PT-I142386,139.00,81.50,57.50
AR,PT-I016577,27.00,37.36,-10.36
AR,ROF ECOM-I145824,32.90,41.55,-8.65
AR,ROF ECOM-I146407,46.50,46.84,-0.34
AR,PT-I149308,36.00,43.21,-7.21
AR,ROF ECOM-I145736,38.00,49.50,-11.50
AR,ROF ECOM-I006293,28.50,40.72,-12.22
AR,ROF ECOM-I143231,29.25,36.37,-7.12
AR,ROF ECOM-I144753,24.50,34.06,-9.56
AR,ROF ECOM-I144478,52.00,65.47,-13.47
AR,PT-I153790,22.50,27.71,-5.21
AR,ROF ECOM-I144840,32.10,40.39,-8.29
AR,PT-I151034,33.00,43.25,-10.25
AR,PT-I145175,31.50,39.27,-7.77
AR,ROF ECOM-I153364,104.97,103.52,1.45
AR,ROF ECOM-I013795,31.00,39.99,-8.99
AR,ROF ECOM-I145212,15.75,20.53,-4.78
AR,ROF ECOM-I143275,209.65,178.21,31.44
AR,ROF ECOM-I146603,163.90,139.32,24.58
AR,ROF ECOM-I144721,38.00,44.58,-6.58
AR,ROF ECOM-I150309,33.25,46.80,-13.55
AR,ROF ECOM-I012435,30.10,40.30,-10.20
AR,ROF ECOM-I004878,14.00,24.95,-10.95
AR,PT-I143284,186.30,167.67,18.63
AR,ROF ECOM-I008920,105.60,77.64,27.96
AR,ROF ECOM-I142249,78.40,50.92,27.48
AR,ROF ECOM-I148288,39.30,50.30,-11.00
AR,ROF ECOM-I004988,53.40,64.35,-10.95
AR,ROF ECOM-I144540,81.30,94.54,-13.24
AR,ROF ECOM-I142730,56.40,69.87,-13.47
AR,ROF ECOM-I144249,13.65,22.17,-8.52
AR,ROF ECOM-I015225,94.20,126.10,-31.90
AR,ROF ECOM-I146489,57.00,62.33,-5.33
AR,PT-I145687,30.00,31.85,-1.85
AR,PT-I145179,13.50,19.96,-6.46
AR,PT-I150894,103.70,111.74,-8.04
AR,PT-I151772,72.00,82.16,-10.16
AR,PT-I151842,36.00,43.80,-7.80
AR,PT-I006925,32.97,131.88,-98.91
AR,ROF ECOM-I005017,81.90,55.99,25.91
AR,ROF ECOM-I145674,38.00,45.94,-7.94
AR,ROF ECOM-I006374,49.80,85.50,-35.70
AR,PT-I144494,42.60,56.07,-13.47
AR,ROF ECOM-I145408,14.40,20.60,-6.20
AR,ROF ECOM-I145017,133.30,128.19,5.11
AR,ROF ECOM-I144632,25.50,37.00,-11.50
AR,ROF ECOM-I146613,91.50,88.40,3.10
AR,PT-I013595,163.50,122.62,40.88
AR,ROF ECOM-I004774,10.25,11.15,-0.90
AR,ROF ECOM-I005685,192.00,134.40,57.60
AR,ROF ECOM-I151691,32.99,42.75,-9.76
AR,ROF ECOM-I146110,21.20,31.78,-10.58
AR,ROF ECOM-I142390,181.40,112.65,68.75
AR,ROF ECOM-I013838,110.80,126.96,-16.16
AR,ROF ECOM-I151063,134.96,123.66,11.30
AR,ROF ECOM-I146558,19.20,27.29,-8.09
AR,ROF ECOM-I142612,21.00,31.28,-10.28
AR,ROF ECOM-I145696,73.20,84.98,-11.78
AR,ROF ECOM-I148850,53.10,69.90,-16.80
AR,ROF ECOM-I141913,58.40,62.92,-4.52
AR,ROF ECOM-I143484,20.00,31.50,-11.50
AR,ROF ECOM-I007502,36.00,37.56,-1.56
AR,ROF-I154060,114.20,166.05,-51.85
AR,ROF ECOM-I149646,84.20,88.48,-4.28
AR,ROF ECOM-I148790,42.00,53.49,-11.49
AR,ROF ECOM-I143816,76.80,92.07,-15.27
AR,ROF ECOM-I145248,15.25,23.55,-8.30
AR,ROF ECOM-I006629,18.00,22.74,-4.74
AR,ROF-I011749,62.65,187.95,-125.30
AR,ROF ECOM-I143167,45.50,57.00,-11.50
AR,ROF ECOM-I012494,150.80,163.99,-13.19
AR,PT-I148339,80.50,94.46,-13.96
AR,ROF ECOM-I142434,55.20,69.08,-13.88
AR,ROF ECOM-I142043,57.60,36.39,21.21
AR,ROF ECOM-I146236,38.00,51.88,-13.88
AR,ROF ECOM-I143228,62.60,72.47,-9.87
AR,ROF ECOM-I011106,61.10,66.78,-5.68
AR,ROF ECOM-I150924,65.98,68.96,-2.98
AR,ROF ECOM-I146034,215.05,232.79,-17.74
AR,ROF ECOM-I004909,27.40,37.66,-10.26
AR,PT-I013555,84.50,117.12,-32.62
AR,ROF ECOM-I145329,46.25,58.22,-11.97
AR,ROF-I154214,155.95,166.05,-10.10
AR,ROF ECOM-I149607,66.50,33.25,33.25
AR,ROF ECOM-I004767,15.80,25.74,-9.94
AR,ROF ECOM-I150918,32.99,40.63,-7.64
AR,ROF ECOM-I015514,31.90,45.11,-13.21
AR,PT-I013183,51.00,62.07,-11.07
AR,ROF ECOM-I015517,27.90,38.03,-10.13
AR,PT-I148732,74.10,84.24,-10.14
AR,ROF ECOM-I150743,32.99,45.40,-12.41
AR,ROF ECOM-I146588,94.10,95.86,-1.76
AR,ROF ECOM-I149087,107.95,106.21,1.74
AR,PT-I145458,21.00,27.35,-6.35
AR,PT-I149736,108.00,103.79,4.21
AR,ROF ECOM-I149449,31.00,39.99,-8.99
AR,ROF ECOM-I006001,43.20,40.34,2.86
AR,ROF ECOM-I149585,108.00,107.67,0.33
AR,ROF ECOM-I148155,159.10,128.20,30.90
AR,ROF ECOM-I148723,42.00,49.57,-7.57
AR,ROF ECOM-I145354,47.14,89.87,-42.73
AR,ROF ECOM-I016965,26.50,37.06,-10.56
AR,ROF ECOM-I015288,63.20,78.05,-14.85
AR,ROF ECOM-I011999,249.30,273.61,-24.31
AR,ROF ECOM-I005300,128.40,81.57,46.83
AR,ROF ECOM-I006961,26.70,39.91,-13.21
AR,ROF ECOM-I141379,58.10,71.74,-13.64
AR,ROF ECOM-I142833,12.60,13.48,-0.88
AR,ROF ECOM-I008685,105.60,68.41,37.19
AR,ROF ECOM-I149063,87.95,90.88,-2.93
AR,ROF ECOM-I150099,52.00,66.95,-14.95
AR,PT-I145457,30.00,33.20,-3.20
AR,ROF ECOM-I144485,67.90,71.34,-3.44
AR,ROF ECOM-I142922,60.00,74.07,-14.07
AR,PT-I012402,110.00,85.45,24.55
AR,ROF ECOM-I153714,104.97,100.28,4.69
AR,ROF ECOM-I142806,55.00,67.96,-12.96
AR,ROF ECOM-I013600,29.20,38.44,-9.24
AR,PT-I013257,23.97,51.56,-27.59
AR,ROF ECOM-I148651,33.95,39.58,-5.63
AR,ROF ECOM-I146463,30.00,35.63,-5.63
AR,ROF ECOM-I145407,28.80,38.54,-9.74
AR,ROF ECOM-I017275,28.65,39.21,-10.56
AR,ROF ECOM-I143003,46.80,55.03,-8.23
AR,ROF-I006918,223.10,233.20,-10.10
AR,ROF ECOM-I006240,26.70,35.69,-8.99
AR,PT-I153958,66.00,69.56,-3.56
AR,ROF-I010372,54.25,109.55,-55.30
AR,ROF ECOM-I144403,57.00,55.97,1.03
AR,ROF ECOM-I143822,122.50,137.97,-15.47
AR,ROF ECOM-I008437,70.20,52.73,17.47
AR,ROF ECOM-I144315,57.60,71.07,-13.47
AR,PT-I153750,33.00,40.80,-7.80
AR,ROF ECOM-I148031,52.75,63.00,-10.25
AR,PT-I010904,27.48,36.71,-9.23
AR,PT-I012666,46.75,55.98,-9.23
AR,ROF ECOM-I142164,39.20,49.91,-10.71
AR,ROF ECOM-I141200,99.60,103.44,-3.84
AR,PT-I012708,1534.00,2121.16,-587.16
AR,ROF ECOM-I008848,36.00,46.05,-10.05
AR,ROF ECOM-I153354,59.98,63.53,-3.55
AR,ROF ECOM-I005827,24.90,34.63,-9.73
AR,ROF ECOM-I015921,27.70,32.36,-4.66
AR,ROF ECOM-I142503,18.80,25.73,-6.93
AR,ROF ECOM-I006064,45.00,50.57,-5.57
AR,ROF ECOM-I149537,66.50,71.34,-4.84
AR,ROF ECOM-I144418,29.25,36.37,-7.12
AR,ROF ECOM-I006757,57.00,57.60,-0.60
AR,ROF ECOM-I142606,19.60,31.33,-11.73
AR,ROF ECOM-I148049,63.50,81.18,-17.68
AR,PT-I145869,30.00,39.91,-9.91
AR,ROF ECOM-I141182,44.40,53.52,-9.12
AR,ROF ECOM-I008917,185.20,141.83,43.37
AR,ROF ECOM-I005270,41.10,33.55,7.55
AR,PT-I150373,100.00,97.95,2.05
AR,ROF ECOM-I012038,62.00,71.98,-9.98
AR,ROF ECOM-I143405,15.25,16.17,-0.92
AR,ROF ECOM-I146399,42.30,50.51,-8.21
AR,ROF ECOM-I145443,29.25,40.75,-11.50
AR,ROF ECOM-I013093,58.70,58.29,0.41
AR,ROF ECOM-I151073,32.99,44.41,-11.42
AR,ROF ECOM-I145150,42.55,54.52,-11.97
AR,ROF-I011567,187.95,248.50,-60.55
AR,PT-I153569,36.00,43.80,-7.80
AR,ROF ECOM-I146584,31.50,40.16,-8.66
AR,ROF ECOM-I142724,37.80,53.54,-15.74
AR,ROF ECOM-I148746,26.70,39.88,-13.18
AR,ROF ECOM-I143986,34.60,40.91,-6.31
AR,ROF ECOM-I013508,48.00,62.85,-14.85
AR,ROF ECOM-I006616,47.40,44.01,3.39
AR,ROF ECOM-I142445,37.60,49.10,-11.50
AR,ROF ECOM-I005930,25.50,34.49,-8.99
AR,ROF ECOM-I006402,103.60,136.40,-32.80
AR,ROF ECOM-I008736,62.40,62.78,-0.38
AR,ROF ECOM-I004722,12.00,22.95,-10.95
AR,ROF ECOM-I141995,29.70,38.27,-8.57
AR,ROF ECOM-I013672,86.70,85.56,1.14
AR,ROF ECOM-I143540,24.00,32.02,-8.02
AR,ROF ECOM-I141101,62.20,66.71,-4.51
AR,ROF ECOM-I145346,19.00,27.30,-8.30
AR,ROF ECOM-I153104,59.98,72.39,-12.41
AR,ROF ECOM-I146391,64.80,77.58,-12.78
AR,ROF ECOM-I012985,22.00,25.53,-3.53
AR,ROF-I013832,1360.00,1548.99,-188.99
AR,ROF ECOM-I144361,74.25,78.39,-4.14
AR,ROF ECOM-I146103,26.00,37.50,-11.50
AR,ROF ECOM-I143997,29.40,35.68,-6.28
AR,ROF ECOM-I145798,32.90,39.02,-6.12
AR,ROF ECOM-I017234,92.10,106.31,-14.21
AR,ROF ECOM-I149621,27.90,36.15,-8.25
AR,ROF ECOM-I143434,24.00,25.68,-1.68
AR,ROF ECOM-I146590,59.00,81.03,-22.03
AR,ROF ECOM-I017653,31.60,44.81,-13.21
AR,ROF ECOM-I149529,67.90,79.39,-11.49
AR,ROF ECOM-I141176,116.70,111.26,5.44
AR,PT-I144030,26.50,32.53,-6.03
AR,ROF ECOM-I013322,25.60,67.65,-42.05
AR,ROF ECOM-I014237,57.80,47.99,9.81
AR,ROF ECOM-I008497,85.50,77.39,8.11
AR,ROF ECOM-I143968,53.50,64.30,-10.80
AR,PT-I146164,76.00,84.65,-8.65
AR,ROF ECOM-I150378,58.20,73.15,-14.95
AR,PT-I153974,33.00,41.20,-8.20
AR,ROF ECOM-I014335,63.80,72.27,-8.47
AR,ROF ECOM-I144475,15.75,22.99,-7.24
AR,ROF ECOM-I145708,31.85,35.38,-3.53
AR,ROF ECOM-I141144,40.90,54.11,-13.21
AR,ROF ECOM-I148156,105.00,112.75,-7.75
AR,ROF ECOM-I142519,39.00,52.22,-13.22
AR,ROF ECOM-I146396,15.00,24.00,-9.00
AR,ROF ECOM-I016964,93.00,110.54,-17.54
AR,ROF ECOM-I004791,21.80,31.74,-9.94
AR,ROF ECOM-I149834,27.60,39.20,-11.60
AR,ROF ECOM-I143172,19.40,32.18,-12.78
AR,ROF ECOM-I004691,35.60,46.53,-10.93
AR,ROF ECOM-I013291,31.00,72.42,-41.42
AR,PT-I148603,1340.00,1005.09,334.91
AR,ROF ECOM-I006002,28.50,30.75,-2.25
AR,ROF ECOM-I017215,23.50,34.06,-10.56
AR,PT-I148306,36.00,40.20,-4.20
AR,ROF ECOM-I014689,31.90,42.32,-10.42
AR,PT-I153706,224.00,208.96,15.04
AR,PT-I144200,27.50,33.53,-6.03
AR,ROF ECOM-I145513,158.40,134.64,23.76
AR,PT-I151994,39.90,47.70,-7.80
AR,ROF ECOM-I005726,78.90,63.99,14.91
AR,PT-I150693,129.30,109.91,19.39
AR,ROF ECOM-I006378,41.10,42.75,-1.65
AR,ROF ECOM-I008942,81.00,70.30,10.70
AR,ROF ECOM-I147977,63.70,80.85,-17.15
AR,PT-I145433,30.00,33.35,-3.35
AR,ROF ECOM-I144097,14.60,20.78,-6.18
AR,ROF ECOM-I148545,42.00,58.55,-16.55
AR,ROF ECOM-I145711,54.00,65.50,-11.50
AR,ROF ECOM-I142615,38.40,51.89,-13.49
AR,PT-I141106,62.00,70.73,-8.73
AR,ROF ECOM-I017225,155.00,167.95,-12.95
AR,ROF ECOM-I144703,25.50,31.22,-5.72
AR,ROF ECOM-I011172,59.00,62.21,-3.21
AR,ROF ECOM-I012648,86.70,102.86,-16.16
AR,ROF ECOM-I150096,29.10,44.05,-14.95
AR,ROF ECOM-I004935,26.20,37.15,-10.95
AR,PT-I142955,21.00,27.18,-6.18
AR,ROF ECOM-I149791,93.00,112.55,-19.55
AR,ROF ECOM-I144289,106.00,117.15,-11.15
AR,ROF ECOM-I005318,114.60,90.48,24.12
AR,ROF ECOM-I006046,25.50,33.06,-7.56
AR,PT-I147970,33.00,40.36,-7.36
AR,ROF ECOM-I144510,26.00,41.43,-15.43
AR,ROF ECOM-I150275,203.70,186.57,17.13
AR,ROF ECOM-I006768,50.40,58.66,-8.26
AR,ROF ECOM-I148188,26.50,34.94,-8.44
AR,ROF ECOM-I154014,74.97,79.35,-4.38
AR,ROF ECOM-I145981,26.00,33.60,-7.60
AR,PT-I150300,75.90,85.65,-9.75
AR,ROF ECOM-I015838,63.20,78.05,-14.85
AR,ROF ECOM-I145365,35.50,45.63,-10.13
AR,ROF ECOM-I006524,49.80,48.55,1.25
AR,PT-I149017,55.00,67.83,-12.83
AR,ROF ECOM-I142358,32.85,44.14,-11.29
AR,ROF ECOM-I013278,58.40,71.63,-13.23
AR,ROF ECOM-I006291,15.00,21.60,-6.60
AR,ROF ECOM-I143239,23.50,33.51,-10.01
AR,ROF ECOM-I016562,88.50,104.99,-16.49
AR,ROF ECOM-I011096,78.40,77.64,0.76
AR,ROF ECOM-I144469,38.00,51.47,-13.47
AR,PT-I015261,27.00,59.96,-32.96
AR,PT-I149342,234.00,198.00,36.00
AR,ROF ECOM-I145262,46.25,60.13,-13.88
AR,ROF ECOM-I149547,59.90,70.47,-10.57
AR,ROF ECOM-I009147,24.90,35.02,-10.12
AR,ROF ECOM-I142826,37.80,49.92,-12.12
AR,ROF ECOM-I145431,15.60,24.25,-8.65
AR,ROF ECOM-I143230,45.25,56.75,-11.50
AR,PT-I145951,30.00,36.46,-6.46
AR,ROF ECOM-I005831,20.70,26.61,-5.91
AR,ROF ECOM-I142867,39.00,46.62,-7.62
AR,ROF ECOM-I146215,31.00,41.85,-10.85
AR,ROF ECOM-I008016,18.00,28.63,-10.63
AR,ROF ECOM-I143963,42.90,50.11,-7.21
AR,ROF ECOM-I149610,160.75,136.64,24.11
AR,ROF ECOM-I016321,32.10,42.98,-10.88
AR,ROF ECOM-I141207,66.60,70.21,-3.61
AR,ROF ECOM-I011203,22.60,29.77,-7.17
AR,PT-I017718,61.24,73.10,-11.86
AR,PT-I144086,85.20,95.91,-10.71
AR,ROF ECOM-I008054,85.50,75.87,9.63
AR,ROF ECOM-I143844,55.20,71.84,-16.64
AR,ROF ECOM-I149086,42.00,50.89,-8.89
AR,ROF ECOM-I149459,88.80,91.35,-2.55
AR,PT-I144810,47.30,54.04,-6.74
AR,PT-I014747,48.00,59.07,-11.07
AR,ROF ECOM-I012174,118.00,104.66,13.34
AR,ROF ECOM-I010552,21.00,32.82,-11.82
AR,ROF ECOM-I006057,26.70,34.57,-7.87
AR,ROF ECOM-I143972,15.75,21.35,-5.60
AR,ROF ECOM-I014528,27.70,61.47,-33.77
AR,ROF ECOM-I149550,24.00,30.16,-6.16
AR,ROF ECOM-I143080,29.25,40.75,-11.50
AR,ROF ECOM-I004927,18.00,25.08,-7.08
AR,PT-I150939,39.90,47.70,-7.80
AR,ROF ECOM-I144587,72.75,76.05,-3.30
AR,PT-I153415,67.20,77.14,-9.94
AR,ROF ECOM-I146293,24.50,28.32,-3.82
AR,PT-I005700,66.94,46.96,19.98
AR,ROF ECOM-I146009,32.90,44.04,-11.14
AR,ROF ECOM-I146578,78.00,80.56,-2.56
AR,ROF ECOM-I142702,28.50,38.74,-10.24
AR,ROF ECOM-I005501,47.40,53.25,-5.85
AR,PT-I148807,22.50,28.84,-6.34
AR,ROF ECOM-I005072,105.60,84.87,20.73
AR,ROF ECOM-I015957,25.20,26.94,-1.74
AR,ROF ECOM-I144985,85.20,95.40,-10.20
AR,ROF ECOM-I144012,149.00,126.65,22.35
AR,PT-I149004,28.00,35.03,-7.03
AR,ROF ECOM-I006569,24.90,27.78,-2.88
AR,ROF ECOM-I150449,67.98,78.91,-10.93
AR,PT-I146520,28.00,34.46,-6.46
AR,PT-I012553,38.97,53.61,-14.64
AR,ROF ECOM-I146181,85.50,89.45,-3.95
AR,ROF ECOM-I008889,31.12,79.35,-48.23
AR,ROF ECOM-I146384,45.20,52.29,-7.09
AR,ROF ECOM-I141330,31.00,39.99,-8.99
AR,ROF ECOM-I153734,19.00,30.48,-11.48
AR,PT-I014222,101.00,108.75,-7.75
AR,ROF ECOM-I012416,175.20,152.26,22.94
AR,ROF ECOM-I143587,12.00,13.20,-1.20
AR,ROF ECOM-I148044,32.90,38.63,-5.73
AR,ROF ECOM-I008961,76.20,65.40,10.80
AR,PT-I149640,28.00,32.79,-4.79
AR,ROF ECOM-I141629,33.20,43.76,-10.56
AR,ROF ECOM-I150045,29.10,44.42,-15.32
AR,PT-I145070,58.50,66.58,-8.08
AR,ROF ECOM-I143330,27.75,29.14,-1.39
AR,ROF ECOM-I005511,127.20,100.29,26.91
AR,ROF ECOM-I145533,24.25,34.20,-9.95
AR,PT-I145393,30.00,39.35,-9.35
AR,ROF ECOM-I149411,96.60,92.75,3.85
AR,ROF-I012947,1795.10,2781.10,-986.00
AR,ROF ECOM-I144481,43.65,55.12,-11.47
AR,ROF ECOM-I145889,35.50,43.35,-7.85
AR,ROF ECOM-I145064,59.20,74.08,-14.88
AR,ROF ECOM-I142191,47.40,59.48,-12.08
AR,ROF ECOM-I016564,113.40,119.10,-5.70
AR,ROF ECOM-I144121,56.40,55.46,0.94
AR,ROF ECOM-I006760,49.80,47.77,2.03
AR,ROF ECOM-I008558,54.00,66.85,-12.85
AR,ROF-I013198,43536.00,59030.40,-15494.40
AR,ROF ECOM-I149798,33.30,42.66,-9.36
AR,ROF ECOM-I143535,19.40,27.99,-8.59
AR,ROF ECOM-I141381,58.40,64.33,-5.93
AR,ROF ECOM-I149787,27.00,35.03,-8.03
AR,ROF ECOM-I141566,34.00,37.20,-3.20
AR,ROF-I014031,111.00,301.30,-190.30
AR,ROF ECOM-I014175,58.40,71.80,-13.40
AR,ROF ECOM-I150453,34.99,46.32,-11.33
AR,ROF ECOM-I012187,179.30,134.47,44.83
AR,ROF ECOM-I014991,25.60,64.41,-38.81
AR,ROF ECOM-I143533,15.75,21.50,-5.75
AR,ROF ECOM-I011441,128.00,124.95,3.05
AR,ROF ECOM-I144763,58.75,70.25,-11.50
AR,PT-I011464,29.60,38.83,-9.23
AR,ROF ECOM-I143856,59.40,73.70,-14.30
AR,ROF ECOM-I008883,25.50,37.61,-12.11
AR,ROF ECOM-I012209,147.20,127.44,19.76
AR,ROF ECOM-I143719,67.50,71.60,-4.10
AR,ROF ECOM-I144714,41.00,51.71,-10.71
AR,ROF ECOM-I144229,29.25,38.50,-9.25
AR,ROF ECOM-I150317,33.00,45.41,-12.41
AR,ROF ECOM-I144329,29.25,34.74,-5.49
AR,ROF ECOM-I008234,53.70,41.98,11.72
AR,ROF ECOM-I005055,44.40,55.35,-10.95
AR,ROF ECOM-I004685,124.60,133.25,-8.65
AR,ROF ECOM-I142068,99.60,79.87,19.73
AR,ROF ECOM-I143698,37.40,45.40,-8.00
AR,ROF-I013010,110.40,380.10,-269.70
AR,ROF ECOM-I143397,135.80,129.01,6.79
AR,ROF ECOM-I142531,38.80,52.27,-13.47
AR,ROF ECOM-I145666,15.75,27.25,-11.50
AR,ROF ECOM-I142120,38.80,45.99,-7.19
AR,ROF ECOM-I144133,44.85,58.32,-13.47
AR,ROF ECOM-I141619,39.20,52.31,-13.11
AR,ROF ECOM-I141697,27.70,42.29,-14.59
AR,ROF ECOM-I145892,26.00,36.77,-10.77
AR,ROF-I011547,62.65,248.50,-185.85
AR,ROF ECOM-I142984,25.00,34.85,-9.85
AR,ROF ECOM-I016603,31.90,45.11,-13.21
AR,ROF ECOM-I004604,15.80,21.84,-6.04
AR,ROF ECOM-I142783,19.60,29.14,-9.54
AR,ROF-I154079,139.25,166.05,-26.80
AR,PT-I149825,36.00,40.20,-4.20
AR,ROF ECOM-I143752,15.80,24.05,-8.25
AR,ROF ECOM-I150388,32.99,46.17,-13.18
AR,ROF ECOM-I008512,81.00,72.86,8.14
AR,ROF ECOM-I148820,211.35,179.65,31.70
AR,PT-I153424,94.00,94.90,-0.90
AR,ROF ECOM-I143128,47.00,48.77,-1.77
AR,ROF ECOM-I004680,30.40,36.79,-6.39
AR,ROF ECOM-I144116,38.00,50.27,-12.27
AR,ROF ECOM-I007574,37.50,51.10,-13.60
AR,ROF ECOM-I143960,78.75,77.99,0.76
AR,ROF ECOM-I144070,66.60,68.20,-1.60
AR,ROF ECOM-I144651,24.50,35.99,-11.49
AR,ROF ECOM-I145888,33.30,38.44,-5.14
AR,PT-I148562,36.00,43.21,-7.21
AR,ROF-I012825,10.10,20.20,-10.10
AR,ROF ECOM-I142607,23.75,32.83,-9.08
AR,ROF ECOM-I143271,48.00,55.74,-7.74
AR,ROF ECOM-I148714,52.00,62.74,-10.74
AR,ROF ECOM-I016989,27.70,29.36,-1.66
AR,ROF ECOM-I142148,95.45,101.88,-6.43
AR,PT-I141939,47.00,51.52,-4.52
AR,ROF ECOM-I012180,113.60,102.15,11.45
AR,PT-I150424,33.00,37.50,-4.50
AR,PT-I151093,33.00,40.80,-7.80
AR,ROF ECOM-I017677,31.60,44.81,-13.21
AR,ROF ECOM-I010935,28.00,37.24,-9.24
AR,ROF ECOM-I149310,33.25,42.21,-8.96
AR,ROF ECOM-I148686,33.60,41.32,-7.72
AR,PT-I006837,51.94,92.46,-40.52
AR,ROF ECOM-I145605,42.00,55.42,-13.42
AR,ROF ECOM-I144772,56.40,60.15,-3.75
AR,ROF ECOM-I004881,45.00,55.95,-10.95
AR,ROF ECOM-I005978,57.00,67.80,-10.80
AR,ROF ECOM-I013404,27.40,35.74,-8.34
AR,ROF ECOM-I142045,127.55,78.98,48.57
AR,ROF ECOM-I012643,38.00,49.75,-11.75
AR,ROF ECOM-I005293,18.00,25.35,-7.35
AR,ROF ECOM-I141409,88.80,104.75,-15.95
AR,ROF ECOM-I148538,69.00,74.52,-5.52
AR,ROF ECOM-I010917,116.60,91.95,24.65
AR,PT-I153353,36.00,43.36,-7.36
AR,ROF ECOM-I012714,140.00,126.00,14.00
AR,ROF ECOM-I146448,50.15,56.50,-6.35
AR,ROF ECOM-I004768,64.80,78.79,-13.99
AR,ROF ECOM-I149488,125.75,122.76,2.99
AR,ROF ECOM-I148232,23.00,39.06,-16.06
AR,ROF ECOM-I017326,32.85,41.66,-8.81
AR,PT-I148661,33.00,40.21,-7.21
AR,ROF-I014924,146.00,297.00,-151.00
AR,ROF ECOM-I142290,58.40,44.67,13.73
AR,ROF ECOM-I007562,18.00,30.45,-12.45
